Index,Joueur,Age,Equipe,Position,Ligue,Matchs joues,Titularisations,Minutes jouees,Nombre de matchs de 90 minutes,Buts,Passes decisives,Buts + Passes decisives,Buts hors penalty,Penaltys marques,Penaltys tentes,Cartons jaunes,Cartons rouges,Buts attendus (xG),Buts attendus hors penalty (npxG),Passes decisives attendues (xAG),Somme des buts et passes attendus hors penalty,Courses progressives,Passes progressives,Receptions progressives,Buts par 90 minutes,Passes decisives par 90 minutes,Buts + Passes par 90 minutes,Buts hors penalty par 90 minutes,Buts + Passes hors penalty par 90 minutes,Buts attendus par 90 minutes,Passes decisives attendues par 90 minutes,Buts et passes attendus par 90 minutes,Buts attendus hors penalty par 90 minutes,Somme des contributions attendues par 90 minutes,Matchs de 90 minutes,Actions menant a un tir,Actions menant a un tir par 90 minutes,Actions menant a un tir via passe,Actions menant a un tir via passe arretee,Actions menant a un tir via dribble reussi,Actions menant a un tir via une tentative de tir,Actions menant a un tir via une faute subie,Actions menant a un tir via action d�fensive,Actions menant a un but,Actions menant a un but par 90 minutes,Actions menant a un but via passe,Actions menant a un but via passe arretee,Actions menant a un but via dribble reussi,Actions menant a un but via une tentative de tir,Actions menant a un but via une faute subie,Actions menant a un but via action defensive,Passes reussies,Passes tentees,Pourcentage de passes reussies,Distance totale des passes,Distance progressive des passes,Passes courtes reussies,Passes courtes tentees,Pourcentage de passes courtes reussies,Passes moyennes reussies,Passes moyennes tentees,Pourcentage de passes moyennes reussies,Passes longues reussies,Passes longues tentees,Pourcentage de passes longues reussies,Difference entre passes et passes attendues,Passes cles,Passes dans le dernier tiers,Passes dans la surface de r�paration,Centres dans la surface,Passes progressives.1,Deuxi�me carton jaune,Fautes commises,Fautes subies,Hors-jeux,Centres tentes,Interceptions,Tacles reussis,Penaltys obtenus,Penaltys concedes,Buts contre son camp,Ballons recuperes,Duels aeriens gagnes,Duels aeriens perdus,Pourcentage de duels aeriens gagnes,Tirs,Tirs cadres,Pourcentage de tirs cadres,Tirs par 90 minutes,Tirs cadres par 90 minutes,Buts par tir,Buts par tir cadre,Distance moyenne des tirs,Coups francs tentes,Penaltys marques.1,Penaltys tentes.1,Buts attendus hors penalty par tir,Difference entre buts marques et attendus,Difference entre buts hors penalty marques et attendus,Tacles,Tacles reussis.1,Tacles dans le tiers d�fensif,Tacles dans le tiers median,Tacles dans le tiers offensif,Duels defensifs gagnes,Duels defensifs tentes,Pourcentage de duels gagnes,Duels perdus,Contres,Tirs contres,Passes bloquees,Interceptions.1,Total tacles + interceptions,Degagements,Erreurs menant a un tir,Minutes par match joue,Pourcentage de minutes jouees,Titularisations.1,Minutes par titularisation,Matchs complets,Remplacements,Minutes par entree en jeu,Matchs non joues,Points par match,Succes d equipe buts marques,Succes d equipe buts concedes,Succes d'�quipe �,Succes d equipe +/-90,Succes d equipe On-Off,Succes d equipe (xG) buts attendus marques,Succes d equipe (xG) buts attendus concedes,Succes d equipe (xG) difference xG (xG+/-),Succes d equipe (xG) difference xG par 90 minutes (xG+/-90),Succes d equipe (xG) On-Off,Touches de balle,Touches de balle surface defensive,Touches de balle tiers defensif,Touches de balle tiers median,Touches de balle tiers offensif,Touches de balle surface offensive,Touches de balle en jeu,Dribbles tentes,Dribbles reussis,Pourcentage de dribbles reussis,Dribbles arretes par l adversaire,Pourcentage de dribbles arretes,Portees de balle,Distance totale des portees de balle,Distance progressive des portees de balle,Portees progressives,Portees dans le dernier tiers,Portees jusqu a la surface de reparation
759,Maximilian Eggestein,28,Freiburg,Milieu,Bundesliga,20,20,1712,19,0,0,0,0,0,0,3,0,1,1,0,1,16,90,23,0,0,0,0,0,0,0,0,0,0,19,30,1,24,0,1,2,2,1,2,0,2,0,0,0,0,0,725,875,82,11192,3195,380,425,89,303,349,86,26,45,57,0,12,78,11,3,90,0,11,17,1,8,20,18,0,0,0,102,32,24,57,18,5,27,0,0,0,0,20,0,0,0,0,-1,-1,31,18,10,16,5,16,31,51,15,22,4,18,20,51,29,1,86,90,20,86,14,0,0,1,1,27,33,-6,0,0,23,23,0,0,0,1043,39,265,615,174,24,1043,16,10,62,6,37,456,2383,1103,16,11,2
760,Kingsley Ehizibue,29,Udinese,Défenseur,Serie A,21,20,1611,17,0,1,1,0,0,0,4,0,1,1,1,2,35,34,88,0,0,0,0,0,0,0,0,0,0,17,31,1,24,2,0,2,2,1,2,0,1,0,0,1,0,0,487,647,75,8353,2809,229,268,85,205,263,77,42,80,52,0,13,18,14,11,34,0,24,22,4,42,15,26,0,0,0,71,19,21,47,10,3,30,0,0,0,0,14,0,0,0,0,-1,-1,39,26,22,15,2,21,32,65,11,24,6,18,15,54,42,5,77,74,20,80,11,1,10,0,1,21,25,-4,0,0,17,24,-6,0,0,838,46,246,331,268,26,838,20,7,35,11,55,373,1938,965,35,22,7
761,Chidera Ejuke,27,Sevilla,Attaquant,La Liga,13,6,624,6,1,0,1,1,0,0,0,0,0,0,1,2,56,26,69,0,0,0,0,0,0,0,0,0,0,6,31,4,18,4,7,0,2,0,1,0,1,0,0,0,0,0,245,304,80,3719,649,143,159,89,75,92,81,18,30,60,-1,14,12,14,2,26,0,4,7,2,14,1,6,0,0,0,41,3,4,42,14,5,35,2,0,0,0,18,0,0,0,0,0,0,8,6,2,4,2,4,11,36,7,9,0,9,1,9,2,0,48,30,6,78,2,7,22,1,1,6,8,-2,0,0,7,10,-2,0,0,406,1,37,168,214,28,406,61,36,59,21,34,288,2442,1369,56,26,18
762,Jeff Ekhator,18,Genoa,Attaquant,Serie A,15,3,453,5,1,1,2,1,0,0,1,0,1,1,0,1,4,8,33,0,0,0,0,0,0,0,0,0,0,5,16,3,11,0,0,2,3,0,2,0,1,0,0,1,0,0,58,86,67,681,158,38,49,77,9,14,64,3,5,60,0,6,4,3,0,8,0,5,7,3,7,1,1,0,0,0,17,8,17,32,9,3,33,1,0,0,0,16,0,0,0,0,0,0,2,1,2,0,0,2,4,50,2,5,0,5,1,3,3,0,30,21,3,75,0,12,19,4,0,6,8,-2,0,0,6,6,0,0,0,136,6,14,40,85,17,136,6,0,0,5,83,75,359,120,4,2,3
763,Hugo Ekitike,22,Eint Frankfurt,Attaquant,Bundesliga,20,19,1507,16,12,3,15,11,1,1,0,0,13,12,3,16,52,25,118,0,0,0,0,0,0,0,1,0,0,16,62,3,41,0,8,10,3,0,7,0,5,0,1,0,1,0,300,388,77,3998,710,198,232,85,65,85,76,17,28,60,0,29,10,19,4,25,0,22,9,11,14,5,9,1,0,0,55,27,38,41,69,27,39,4,1,0,0,15,0,1,1,0,-1,-1,12,9,3,5,4,4,6,66,2,9,1,8,5,17,14,0,75,79,19,78,4,1,18,0,1,34,20,14,0,0,33,24,8,0,0,640,16,48,269,343,115,639,74,33,44,39,52,393,2687,1424,52,37,24
764,Jurgen Ekkelenkamp,24,Udinese,Milieu,Serie A,20,9,1022,11,1,2,3,1,0,0,1,0,1,1,0,1,19,40,35,0,0,0,0,0,0,0,0,0,0,11,22,1,17,2,0,2,1,0,5,0,4,0,0,1,0,0,332,413,80,5121,1239,175,208,84,121,142,85,22,31,71,1,6,20,7,0,40,0,17,9,2,5,7,17,0,0,0,55,11,9,55,13,6,46,1,0,0,0,18,0,0,0,0,0,0,27,17,9,16,2,14,25,56,11,17,4,13,7,34,15,0,51,47,9,82,3,11,26,2,1,16,17,-1,0,0,11,16,-5,0,0,514,18,93,273,157,18,514,15,3,20,11,73,272,1441,746,19,14,0
765,Jacques Ekomie,21,Angers,Défenseur,Ligue 1,10,3,328,3,0,0,0,0,0,0,0,0,0,0,0,0,8,10,13,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,105,153,68,1386,639,69,77,89,30,47,63,3,12,25,0,0,4,0,0,10,0,3,12,1,14,3,8,0,0,0,15,5,6,45,1,0,0,0,0,0,0,15,0,0,0,0,0,0,10,8,5,4,1,4,7,57,3,7,1,6,3,13,8,0,33,17,3,74,0,7,15,5,0,2,6,-4,-1,0,2,4,-2,0,0,204,5,60,67,79,3,204,13,3,23,8,61,76,418,218,8,8,0
766,Emmanuel Ekong,22,Empoli,Milieu,Serie A,15,0,186,2,0,0,0,0,0,0,1,0,0,0,0,0,8,5,19,0,0,0,0,0,0,0,0,0,0,2,6,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,30,44,68,444,85,17,24,70,11,14,78,1,1,100,0,2,2,2,0,5,0,3,5,1,0,1,3,0,0,0,10,2,7,22,4,1,25,1,0,0,0,24,0,0,0,0,0,0,4,3,0,2,2,3,3,100,0,2,1,1,1,5,1,0,12,8,0,0,0,15,12,4,1,0,1,-1,0,0,0,3,-2,-1,0,84,0,11,29,46,6,84,20,7,35,11,55,50,455,215,8,2,5
767,Caleb Ekuban,30,Genoa,Attaquant,Serie A,9,2,311,3,1,0,1,1,0,0,0,0,1,1,0,1,3,4,29,0,0,0,0,0,0,0,0,0,0,3,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,39,50,78,578,107,19,25,76,17,18,94,1,3,33,0,4,4,0,0,4,0,4,5,3,2,0,1,0,0,0,11,6,10,37,13,4,30,3,1,0,0,13,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,3,0,1,3,0,35,14,2,79,0,7,22,0,1,2,4,-2,0,0,4,5,-1,0,0,95,3,9,28,59,17,95,7,2,28,5,71,53,248,108,3,2,1
768,Pierre Ekwah Elimby,23,Saint-Étienne,Milieu,Ligue 1,17,17,1495,16,0,0,0,0,0,0,3,0,0,0,0,0,12,84,8,0,0,0,0,0,0,0,0,0,0,16,21,1,21,0,0,0,0,0,2,0,2,0,0,0,0,0,785,890,88,13196,4274,371,399,93,330,352,93,62,102,60,0,8,75,11,0,84,0,19,23,0,3,28,20,0,0,0,91,14,6,70,7,1,14,0,0,0,0,25,0,0,0,0,0,0,33,20,15,15,3,21,34,61,13,16,9,7,28,61,53,1,88,79,17,88,13,0,0,0,1,18,36,-18,-1,0,19,33,-13,0,0,1062,89,382,576,115,1,1062,21,10,47,9,42,500,2325,1090,12,9,1
769,Anthony Elanga,22,Nott'ham Forest,Attaquant,Premier League,24,18,1459,16,3,8,11,3,0,0,1,0,2,2,4,6,60,32,117,0,0,0,0,0,0,0,0,0,0,16,63,3,38,12,3,3,7,0,11,0,7,2,1,0,1,0,307,478,64,4467,1631,183,220,83,83,134,61,26,76,34,4,33,18,15,3,32,0,5,25,10,109,5,8,0,0,0,58,16,24,40,28,13,46,1,0,0,0,17,4,0,0,0,0,0,12,8,5,5,2,3,9,33,6,6,0,6,5,17,22,0,61,67,18,74,6,6,21,0,1,30,19,11,0,0,23,19,3,0,0,658,26,100,186,383,64,658,47,13,27,19,40,345,2705,1551,60,30,29
770,Meschak Elia,27,Nantes,Attaquant,Ligue 1,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,37,26,0,3,5,60,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,100,1,0,0,3,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,23,1,0,0,0,1,23,0,0,0,1,-1,-3,-3,0,0,0,0,0,12,0,1,4,7,1,12,0,0,0,0,0,6,27,14,1,1,0
771,Mikael Ellertsson,22,Venezia,Défenseur,Serie A,23,18,1547,17,2,1,3,2,0,0,0,0,1,1,0,1,23,21,64,0,0,0,0,0,0,0,0,0,0,17,31,1,21,0,4,2,3,1,4,0,3,0,0,0,1,0,262,376,69,3669,988,156,197,79,94,130,72,4,22,18,0,12,10,4,0,21,0,12,28,2,12,8,17,0,0,0,48,7,9,43,16,3,18,0,0,0,0,18,0,0,0,0,1,1,34,17,20,10,4,18,34,52,16,20,3,17,8,42,43,0,67,71,18,78,7,5,29,1,0,18,21,-3,0,1,17,24,-6,0,0,573,30,156,213,213,38,573,29,12,41,14,48,301,1482,787,23,18,6
772,Harvey Elliott,21,Liverpool,Milieu,Premier League,9,0,82,0,0,1,1,0,0,0,0,0,0,0,0,0,3,11,8,0,1,1,0,1,0,0,0,0,0,0,5,5,3,2,0,0,0,0,2,2,2,0,0,0,0,0,78,99,78,1474,360,42,46,91,21,30,70,13,18,72,0,4,6,3,0,11,0,0,0,1,9,0,2,0,0,0,3,0,0,0,2,0,0,2,0,0,0,13,0,0,0,0,0,0,3,2,2,1,0,0,1,0,1,1,0,1,0,3,1,0,9,4,0,0,0,9,9,6,2,4,1,3,3,1,3,1,1,1,0,110,1,11,37,62,5,110,2,0,0,2,100,63,307,154,3,2,2
773,Elif Elmas,25,RB Leipzig,Milieu,Bundesliga,2,0,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,81,169,66,8,9,88,4,4,100,0,1,0,0,0,0,1,0,2,0,2,0,1,0,0,1,0,0,0,3,0,1,0,2,0,0,4,0,0,0,10,0,0,0,0,0,0,3,1,3,0,0,1,3,33,2,2,0,2,0,3,2,0,22,2,0,0,0,2,22,10,1,0,1,-1,-2,-2,0,0,0,0,0,28,1,10,13,5,2,28,1,1,100,0,0,13,33,11,0,0,0
774,Aritz Elustondo,30,Real Sociedad,Défenseur,La Liga,10,6,547,6,0,0,0,0,0,0,0,0,0,0,0,0,9,23,3,0,0,0,0,0,0,0,0,0,0,6,7,1,7,0,0,0,0,0,1,0,1,0,0,0,0,0,336,397,84,6136,2031,125,136,91,180,196,91,25,49,51,0,3,34,1,0,23,0,9,10,0,2,4,5,0,0,0,25,11,11,50,3,0,0,0,0,0,0,7,0,0,0,0,0,0,10,5,5,3,2,5,7,71,2,8,6,2,4,14,27,0,55,26,6,82,4,4,14,6,1,7,5,2,0,0,7,6,0,0,0,459,39,184,244,32,7,459,3,1,33,2,66,246,1377,749,9,2,1
775,Nico Elvedi,28,Gladbach,Défenseur,Bundesliga,14,14,1215,13,1,1,2,1,0,0,1,0,1,1,0,1,16,36,5,0,0,0,0,0,0,0,0,0,0,13,9,0,8,0,0,1,0,0,2,0,1,0,0,1,0,0,843,925,91,13422,3755,414,439,94,382,412,92,35,52,67,0,4,37,2,0,36,0,6,9,0,1,16,10,0,0,1,52,28,25,52,7,3,42,0,0,0,0,8,0,0,0,0,0,0,18,10,12,2,4,7,9,77,2,16,12,4,16,34,77,0,87,64,14,87,13,0,0,2,1,20,22,-2,0,0,19,26,-7,0,0,1068,182,590,446,33,10,1068,0,0,0,0,0,576,2833,1543,16,9,0
776,Adri Embarba,32,Rayo Vallecano,Attaquant,La Liga,21,13,1076,12,1,1,2,1,0,0,3,0,1,1,1,2,30,33,71,0,0,0,0,0,0,0,0,0,0,12,29,2,15,8,1,1,4,0,1,0,1,0,0,0,0,0,252,399,63,4148,1059,136,170,80,76,106,71,31,87,35,0,12,18,7,2,33,0,18,15,11,79,8,9,0,0,0,45,8,21,27,24,7,29,2,0,0,0,21,1,0,0,0,0,0,26,9,9,13,4,13,31,41,18,12,1,11,8,34,9,0,51,52,13,70,1,8,20,2,1,15,12,3,0,0,12,14,-2,0,0,551,11,68,215,277,34,551,28,11,39,14,50,298,1729,775,30,22,10
777,Breel Embolo,27,Monaco,Attaquant,Ligue 1,18,11,1050,11,4,4,8,4,0,0,2,0,8,8,3,12,10,26,87,0,0,0,0,0,0,0,1,0,1,11,23,1,20,0,1,1,1,0,4,0,4,0,0,0,0,0,154,220,70,2172,442,96,127,75,42,50,84,10,17,58,0,17,8,14,0,26,0,16,25,7,2,1,6,0,0,0,24,21,20,51,33,11,33,2,0,0,0,10,0,0,0,0,-4,-4,7,6,2,2,3,2,10,20,8,4,0,4,1,8,3,1,58,55,11,78,6,7,27,3,1,18,18,0,0,0,25,13,11,1,0,354,3,21,149,186,72,354,27,8,29,16,59,238,978,385,10,9,7
778,Emanuel Emegha,22,Strasbourg,Attaquant,Ligue 1,16,16,1311,14,9,2,11,9,0,0,3,0,11,11,1,13,24,8,63,0,0,0,0,0,0,0,0,0,0,14,22,1,16,0,2,1,3,0,3,0,2,0,1,0,0,0,128,167,76,1586,183,78,99,78,37,43,86,2,2,100,0,10,2,2,0,8,0,23,24,15,0,0,4,0,0,0,30,15,14,51,38,25,65,2,1,0,0,12,0,0,0,0,-2,-2,4,4,0,2,2,1,3,33,2,11,5,6,0,4,17,0,82,69,16,82,5,0,0,0,1,25,18,7,0,1,24,21,3,0,1,311,23,43,127,146,54,311,19,6,31,13,68,182,1025,517,24,8,19
779,Emerson,26,Milan,Défenseur,Serie A,17,16,1377,15,0,0,0,0,0,0,5,0,0,0,0,1,23,68,71,0,0,0,0,0,0,0,0,0,0,15,33,2,29,0,0,2,2,0,1,0,1,0,0,0,0,0,784,909,86,12560,3198,380,418,90,355,390,91,32,54,59,0,15,44,14,5,68,0,34,32,0,45,14,28,0,0,0,59,24,14,63,10,2,20,0,0,0,0,20,0,0,0,0,0,0,45,28,24,16,5,16,34,47,18,13,2,11,14,59,56,0,81,66,16,85,10,1,24,1,1,23,16,7,0,0,22,16,6,0,0,1102,56,312,526,271,22,1102,18,7,38,9,50,584,2423,1228,23,19,3
780,Yunus Emre Konak,19,Brentford,Milieu,Premier League,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,70,201,62,7,9,77,3,4,75,2,3,66,0,0,1,0,0,2,0,2,0,0,0,0,1,0,0,0,1,2,2,50,1,0,0,4,0,0,0,21,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,4,1,0,0,0,5,4,17,1,0,2,-2,-8,-8,0,1,0,-3,-3,23,0,5,10,8,0,23,1,0,0,1,100,9,51,34,1,0,1
781,Julio Enciso,21,Ipswich Town,Milieu,Premier League,2,1,100,1,0,1,1,0,0,0,1,0,0,0,0,0,3,9,7,0,0,0,0,0,0,0,0,0,0,1,6,5,3,1,1,0,0,1,1,0,0,1,0,0,0,0,46,62,74,753,250,24,27,88,17,24,70,3,4,75,0,1,6,1,0,9,0,2,3,0,3,1,1,0,0,0,8,1,2,33,6,2,33,5,1,0,0,23,1,0,0,0,0,0,2,1,0,0,2,1,1,100,0,0,0,0,1,3,0,0,50,4,1,88,0,1,12,0,0,2,2,0,0,1,2,0,1,1,2,78,0,10,38,32,2,78,9,6,66,3,33,39,314,167,3,7,1
782,Julio Enciso,21,Brighton,Milieu,Premier League,12,2,294,3,0,0,0,0,0,0,0,0,1,1,0,1,11,14,17,0,0,0,0,0,0,0,0,0,0,3,12,3,5,1,3,1,2,0,0,0,0,0,0,0,0,0,99,150,66,1464,392,61,75,81,29,40,72,5,22,22,0,5,13,4,1,14,0,3,7,0,20,0,0,0,0,0,15,6,5,54,20,11,55,6,3,0,0,21,1,0,0,0,-1,-1,0,0,0,0,0,0,2,0,2,2,0,2,0,0,1,0,25,13,2,67,0,10,16,7,1,3,4,-1,0,0,4,4,0,0,0,202,2,17,72,116,20,202,21,10,47,8,38,114,678,386,11,10,4
783,Wataru Endo,32,Liverpool,Milieu,Premier League,10,0,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,54,59,91,834,210,28,30,93,20,21,95,3,3,100,0,1,5,1,0,7,0,7,4,0,0,2,3,0,0,0,7,1,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,0,3,4,75,1,2,0,2,2,6,2,0,9,4,0,0,0,10,9,12,2,1,1,0,0,-1,1,1,0,0,0,74,2,11,48,16,2,74,1,1,100,0,0,38,144,44,0,0,1
784,Endrick,18,Real Madrid,Attaquant,La Liga,14,0,99,1,1,0,1,1,0,0,1,0,0,0,0,0,5,5,14,0,0,0,0,0,0,0,0,0,0,1,4,3,2,0,1,0,1,0,2,1,0,0,1,0,1,0,27,33,81,463,65,11,12,91,12,15,80,2,2,100,0,1,1,1,0,5,0,5,5,0,0,3,0,1,0,0,3,2,4,33,11,4,36,10,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3,3,0,0,7,4,0,0,0,14,7,9,2,3,3,0,0,-1,2,1,0,0,0,54,0,3,20,31,10,54,6,2,33,3,50,35,251,113,5,3,5
785,Yannik Engelhardt,24,Como,Milieu,Serie A,17,11,1045,11,1,1,2,1,0,0,3,0,0,0,1,1,12,49,14,0,0,0,0,0,0,0,0,0,0,11,23,1,19,1,1,0,1,1,2,0,2,0,0,0,0,0,555,624,88,8595,2134,289,311,92,221,238,92,27,39,69,0,11,36,2,0,49,0,17,16,1,1,9,9,0,0,0,56,10,8,55,8,2,25,0,0,0,0,13,0,0,0,0,0,0,25,9,11,13,1,14,23,60,9,8,4,4,9,34,25,0,61,48,11,84,7,6,20,6,0,10,21,-11,0,0,13,12,0,0,0,739,35,176,451,118,14,739,15,9,60,3,20,470,2404,1038,12,9,1
786,Arne Engels,21,Augsburg,Milieu,Bundesliga,1,1,79,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,27,70,195,57,14,16,87,2,3,66,0,3,0,0,0,2,0,0,1,0,3,1,0,4,0,0,0,0,0,0,1,0,100,3,1,33,3,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,79,4,1,79,0,0,0,0,1,2,2,0,0,0,1,1,0,0,0,32,1,1,14,17,2,32,1,0,0,1,100,17,75,38,1,3,0
787,Christian Eriksen,32,Manchester Utd,Milieu,Premier League,13,7,637,7,0,1,1,0,0,0,2,0,0,0,2,2,5,34,19,0,0,0,0,0,0,0,0,0,0,7,27,3,17,10,0,0,0,0,6,0,4,2,0,0,0,0,364,449,81,6305,1946,192,206,93,125,152,82,38,76,50,-1,16,38,4,0,34,0,5,2,0,49,6,5,0,0,0,40,2,4,33,3,0,0,0,0,0,0,22,0,0,0,0,0,0,12,5,3,7,2,7,12,58,5,7,2,5,6,18,6,0,49,29,7,80,3,6,13,9,1,8,8,0,0,0,10,11,-1,0,0,504,17,103,261,144,9,504,1,0,0,1,100,277,962,366,5,6,0
788,Martin Erlic,27,Bologna,Défenseur,Serie A,5,3,224,2,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,150,164,91,3143,963,36,38,94,93,99,93,19,24,79,0,0,8,0,0,8,0,3,6,0,0,1,0,1,0,0,7,7,5,58,4,0,0,1,0,0,0,16,0,0,0,0,0,0,2,0,0,2,0,1,2,50,1,5,4,1,1,3,5,0,45,10,3,66,2,2,13,12,0,1,2,-1,0,0,4,2,1,0,0,183,19,74,100,9,4,183,1,0,0,0,0,124,533,320,2,0,0
789,Patrick Erras,30,Holstein Kiel,Défenseur,Bundesliga,10,10,832,9,1,0,1,1,0,0,2,0,0,0,0,1,3,25,1,0,0,0,0,0,0,0,0,0,0,9,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,469,510,92,8210,3076,160,174,92,280,288,97,20,32,62,0,3,10,0,0,25,0,11,0,0,0,9,5,0,0,0,24,27,16,62,8,1,12,0,0,0,1,10,0,0,0,0,0,0,8,5,6,2,0,2,9,22,7,13,11,2,9,17,64,0,83,44,10,83,8,0,0,0,0,8,22,-14,-1,0,8,17,-8,0,0,622,124,357,242,23,14,622,0,0,0,0,0,282,1063,596,3,1,0
790,Alfonso Espino,33,Rayo Vallecano,Défenseur,La Liga,6,5,397,4,0,0,0,0,0,0,2,0,0,0,0,0,5,15,12,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,122,188,64,1957,965,65,75,86,50,80,62,6,23,26,0,1,15,0,0,15,0,9,9,0,12,9,13,0,0,0,23,7,4,63,6,2,33,1,0,0,0,25,0,0,0,0,0,0,22,13,16,5,1,13,25,52,12,10,3,7,9,31,13,0,66,19,5,77,3,1,10,8,1,5,5,0,0,0,4,4,0,0,0,264,19,99,97,70,8,264,7,3,42,3,42,90,415,209,5,5,4
791,Sebastiano Esposito,22,Empoli,Milieu,Serie A,20,15,1377,15,8,0,8,7,1,2,1,0,4,3,1,4,22,50,54,0,0,0,0,0,0,0,0,0,0,15,46,3,28,3,5,6,3,1,5,0,0,0,2,2,1,0,279,474,58,4201,1670,152,212,71,79,130,60,27,60,45,-1,21,26,15,2,50,0,24,36,8,37,10,20,2,0,0,66,18,36,33,40,15,37,2,0,0,0,19,5,1,2,0,3,3,35,20,10,19,6,11,23,47,12,13,2,11,10,45,8,0,69,63,15,83,5,5,26,0,0,16,23,-7,0,0,13,20,-6,0,0,675,9,59,324,304,66,673,46,20,43,24,52,327,1453,695,22,20,8
792,Romain Esse,19,Crystal Palace,Milieu,Premier League,1,0,7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,12,0,12,12,12,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,75,63,29,1,2,50,1,1,100,1,1,100,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,100,1,1,100,12,12,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,1,100,0,0,0,0,0,1,0,0,7,0,0,0,0,1,7,1,0,1,0,1,12,12,0,0,0,4,4,6,0,1,2,3,2,6,0,0,0,0,0,3,17,1,0,0,0
793,Samuel Essende,27,Augsburg,Attaquant,Bundesliga,19,14,1131,12,5,2,7,5,0,0,4,1,2,2,1,3,23,10,83,0,0,0,0,0,0,0,0,0,0,12,18,1,9,1,1,3,4,0,3,0,2,0,1,0,0,0,130,200,65,1640,259,70,100,70,40,53,75,3,6,50,0,8,7,2,1,10,0,36,26,12,3,0,4,0,0,0,29,37,51,42,28,10,35,2,0,0,0,14,0,0,0,0,2,2,4,4,0,2,2,2,3,66,1,8,1,7,0,4,5,0,60,59,14,72,3,5,24,0,1,14,27,-13,-1,-1,11,18,-6,0,0,375,5,26,176,183,60,375,37,9,24,22,59,239,1161,481,23,15,13
794,Dario Essugo,19,Las Palmas,Milieu,La Liga,14,14,1101,12,1,0,1,1,0,0,7,1,0,0,0,0,12,53,6,0,0,0,0,0,0,0,0,0,0,12,24,1,17,0,2,3,2,0,1,0,1,0,0,0,0,0,524,604,86,9068,2505,238,262,90,226,255,88,50,63,79,0,9,54,5,0,53,1,21,21,0,1,24,25,0,0,0,70,16,19,45,13,3,23,1,0,0,0,27,0,0,0,0,0,0,34,25,19,11,4,17,30,56,13,13,7,6,24,58,26,7,79,53,14,79,6,0,0,1,1,13,16,-3,0,0,10,19,-8,0,0,761,48,221,457,93,4,761,14,10,71,3,21,382,1855,910,12,14,1
795,Nahuel Estévez,29,Parma,Milieu,Serie A,7,4,356,4,0,0,0,0,0,0,2,0,0,0,0,0,2,14,1,0,0,0,0,0,0,0,0,0,0,4,7,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,119,158,75,1934,573,55,62,88,56,70,80,6,19,31,0,2,16,0,0,14,0,5,2,0,7,3,3,0,0,0,18,6,1,85,4,1,25,1,0,0,0,25,0,0,0,0,0,0,6,3,4,1,1,2,8,25,6,6,2,4,3,9,14,0,51,16,4,60,1,3,39,7,1,6,7,-1,0,0,5,8,-3,0,0,196,17,53,107,36,2,196,0,0,0,0,0,59,182,88,2,0,0
